//Fill tile for whole map
Fill:0:2
//Map Dimensions (in number of 16x16 blocks)
Width:40
Height:40
//Teleports
Teleport:0,290,16,30:res/Maps/Map1.txt:3
Teleport:630,290,16,30:res/Maps/Map3.txt:1:res/Tiles/Tiles3.txt:/Sprites/terrain_atlasAlpha.png
//Layer,TileID,X,Y
1,0,6,4,0,17
1,0,6,4,1,17
1,0,6,4,2,17
1,0,6,4,3,17
1,0,6,4,0,20
1,0,6,4,1,20
1,0,6,4,2,20
1,0,6,4,3,20
1,0,6,3,0,16
1,0,6,3,1,16
1,0,6,3,2,16
1,0,6,3,3,16
1,0,6,3,0,19
1,0,6,3,1,19
1,0,6,3,2,19
1,0,6,3,3,19
1,0,6,2,14,16
1,0,2,0,14,11
1,0,2,0,27,19
1,0,5,3,25,9
1,0,5,3,26,9
1,0,5,3,27,9
1,0,5,3,28,9
1,0,5,3,29,9
1,0,5,3,30,9
1,0,5,3,31,9
1,0,5,3,25,8
1,0,5,3,26,8
1,0,5,3,28,8
1,0,5,3,27,8
1,0,5,3,29,8
1,0,5,3,30,8
1,0,5,3,31,8
1,0,5,0,25,7
1,0,5,2,31,7
1,0,5,1,26,7
1,0,5,1,27,7
1,0,5,1,28,7
1,0,5,1,29,7
1,0,5,1,30,7
1,0,3,0,11,22
1,0,3,1,12,22
1,0,3,1,13,22
1,0,3,1,14,22
1,0,3,2,15,22
1,0,3,3,11,23
1,0,3,4,12,23
1,0,3,4,13,23
1,0,3,4,14,23
1,0,3,5,15,23
1,0,3,6,11,24
1,0,3,6,11,25
1,0,3,6,11,26
1,0,3,7,12,24
1,0,3,7,13,24
1,0,3,7,14,24
1,0,3,10,14,25
1,0,3,10,13,25
1,0,3,10,12,25
1,0,3,7,12,26
1,0,3,7,13,26
1,0,3,7,14,26
1,0,3,8,15,24
1,0,3,8,15,25
1,0,3,8,15,26
1,0,3,9,11,27
1,0,3,10,12,27
1,0,3,10,13,27
1,0,3,10,14,27
1,0,3,11,15,27
1,0,6,4,39,17
1,0,6,3,39,16
1,0,6,3,39,19
1,0,6,4,39,20
