//Fill tile for whole map
Fill:0:0
//Map Dimensions (in number of 16x16 blocks)
Width:40
Height:40
//Teleports
Teleport:630,290,16,30:res/Maps/Map2.txt:1
//Layer,TileID,X,Y
0,0,0,2,7,8
0,0,0,2,7,9
0,0,0,2,7,10
0,0,0,2,7,7
0,0,0,2,7,5
0,0,0,2,7,6
0,0,0,2,8,8
0,0,0,2,9,8
0,0,0,2,10,8
0,0,0,2,10,9
0,0,0,2,10,10
0,0,0,2,10,7
0,0,0,2,10,6
0,0,0,2,10,5
0,0,0,2,7,11
0,0,0,2,10,11
0,0,0,2,12,11
0,0,0,2,12,10
0,0,0,2,12,9
0,0,0,2,12,7
0,0,0,2,12,8
0,0,0,2,12,5
0,0,2,1,3,9
0,0,2,1,6,15
0,0,2,1,16,8
0,0,2,1,5,8
1,0,1,0,1,5
1,0,0,2,8,14
1,0,0,2,9,14
1,0,0,2,10,14
1,0,0,2,11,14
1,0,0,2,12,14
1,0,3,0,13,5
1,0,3,1,14,5
1,0,3,2,15,5
1,0,3,3,13,6
1,0,3,4,14,6
1,0,3,5,15,6
1,0,3,6,13,7
1,0,3,7,14,7
1,0,3,8,15,7
1,0,3,9,13,8
1,0,3,10,14,8
1,0,3,11,15,8
1,0,0,2,25,5
1,0,0,2,25,6
1,0,0,2,25,7
1,0,0,2,25,8
0,0,2,0,3,12
1,0,6,4,13,13
1,0,6,4,14,13
1,0,6,4,17,13
1,0,6,3,17,12
1,0,6,3,13,12
1,0,6,3,14,12
1,0,2,1,8,6
1,0,2,1,2,4
1,0,6,4,27,10
1,0,6,4,28,10
1,0,6,4,29,10
1,0,6,4,30,10
1,0,6,3,30,9
1,0,6,3,29,9
1,0,6,3,28,9
1,0,6,3,27,9
1,0,6,3,27,12
1,0,6,3,28,12
1,0,6,3,29,12
1,0,6,3,30,12
1,0,6,4,27,13
1,0,6,4,28,13
1,0,6,4,29,13
1,0,6,4,30,13
1,0,2,0,34,9
1,0,2,0,34,10
1,0,2,0,34,11
1,0,2,0,34,12
1,0,2,0,34,13
1,0,2,0,34,14
1,0,2,0,35,14
1,0,2,0,35,13
1,0,2,0,35,12
1,0,2,0,35,11
1,0,2,0,35,10
1,0,2,0,35,9
1,0,2,0,36,9
1,0,2,0,37,9
1,0,2,0,37,10
1,0,2,0,37,11
1,0,2,0,37,12
1,0,2,0,37,13
1,0,2,0,37,14
1,0,2,0,36,14
1,0,6,2,12,17
1,0,6,2,15,16
1,0,6,1,26,16
1,0,6,0,29,17
1,0,6,0,30,17
1,0,6,0,31,17
1,0,6,6,16,20
1,0,6,5,16,19
1,0,3,7,6,19
1,0,4,3,30,21
1,0,4,4,31,21
1,0,4,5,32,21
1,0,4,6,33,21
1,0,4,0,30,20
1,0,4,1,31,20
1,0,4,8,32,20
1,0,4,9,33,20
1,0,3,7,31,22
1,0,5,3,30,22
1,0,3,7,32,22
1,0,5,3,33,22
1,0,3,10,31,23
1,0,3,10,32,23
1,0,5,3,33,23
1,0,5,3,30,23
1,0,1,0,27,23
1,0,1,0,27,22
1,0,1,0,27,21
1,0,1,0,27,20
1,0,6,3,37,19
1,0,6,3,38,19
1,0,6,3,39,19
1,0,6,3,39,16
1,0,6,3,38,16
1,0,6,3,37,16
1,0,6,4,37,17
1,0,6,4,38,17
1,0,6,4,39,17
1,0,6,4,37,20
1,0,6,4,38,20
1,0,6,4,39,20
0,0,1,1,38,18
0,0,1,1,39,18
0,0,1,1,37,18
0,0,1,1,40,18
0,0,2,0,8,9
0,0,2,0,9,9
0,0,6,0,7,23
0,0,2,0,8,23
0,0,2,0,9,23
0,0,2,0,10,23
0,0,2,0,11,23
1,0,2,0,7,26
1,0,2,0,8,26
1,0,2,0,10,26
1,0,6,0,9,26
1,0,2,0,11,26
1,1,2,0,7,29
1,1,2,0,8,29
1,1,2,0,9,29
1,1,2,0,10,29
1,1,6,0,11,29
0,0,6,0,7,26
0,0,6,0,7,29
1,0,6,0,9,23
1,0,6,0,9,29
1,1,6,0,11,23
1,1,6,0,11,26
0,0,0,2,39,17
0,0,0,2,40,17
0,0,0,2,40,20
0,0,0,2,40,19
0,0,0,2,39,19
0,0,0,2,38,19
0,0,0,2,37,19
0,0,0,2,37,20
0,0,0,2,38,20
0,0,0,2,39,20
0,0,0,2,40,21
0,0,0,2,39,21
0,0,0,2,38,21
0,0,0,2,37,21
0,0,0,2,36,21
0,0,0,2,36,20
0,0,0,2,36,19
0,0,0,2,36,17
0,0,0,2,36,16
0,0,0,2,37,16
0,0,0,2,38,16
0,0,0,2,39,16
0,0,0,2,40,16
0,0,1,1,36,18
0,0,1,1,35,18
0,0,0,2,37,17
0,0,0,2,38,17
